Predio;I.D. Faena;N° Orden;Cultivo;Variedad;Fecha;E. Fenologico;Codigo Producto;Nombre Producto;Ing Activo;N° Autorización SAG;Tratamiento;Cantidad;U. Med.;Moja. Lts x Ha;Tipo Dosis;Dosis;Ha. Aplica;T.Cantidad Ha. Aplica;R.Aplica Calculado;Real Aplicado;Cobertura;N° Aplica Periodo.;Nº aplica etiqueta;Clasifica;Cod Cuartel;Cuartel / Potrero;Total Ha.;Fecha Inicio Aplica;Hr. Inicio;Fecha Term. Aplica;Hr. Término;Hr. Reingre;Carencia;Dias Carencias PPPL;Plazo Seguridad;Concentración;Adjunto Productos;Estado;Faena;Labor;Clima;Viento;Temp.;Responsable (Aplicaciones);Dosificador (Aplicaciones);Verificador Técnico (Aplicaciones);Aplicador;Aplicador 2;Observaciones;Usuario Login;Total Producto;Maquinarias;Total Maqui;Maq Cod/GPS;Tot.Maq c/GPS;Tot Orden Aplica;Cantidad Periodo;tipo;has totales;unidades n;unidades p;unidades k;monto en usd
El espejo;74.031;1223;Uva;Fiesta;27/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;50,62;Litros;0;Hectareas;0;3,19;0;0;0;Total;44;0;EEII;EEII 2;21;3,19;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 60,00;;0;;0;44;3.486,13;Real;;;;;
El espejo;74.032;1223;Uva;Selma;27/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;87,911;Litros;0;Hectareas;0;5,54;0;0;0;Total;42;0;EEII;EEII 1;5;5,54;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 105,00;;0;;0;42;5.398,83;Real;;;;;
El espejo;74.033;1223;Uva;Selma;27/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;87,913;Litros;0;Hectareas;0;5,54;0;0;0;Total;42;0;EEII;EEII 1;6;5,54;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 106,50;;0;;0;42;5.398,86;Real;;;;;
El espejo;74.034;1223;Uva;Selma;27/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;87,911;Litros;0;Hectareas;0;5,54;0;0;0;Total;42;0;EEII;EEII 1;7;5,54;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 105,00;;0;;0;42;5.398,86;Real;;;;;
El espejo;74.290;1252;Uva;Flame;27/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;49,078;Litros;0;Hectareas;0;3,64;0;0;0;Total;45;0;EEIII;EEIII 3 A;24;3,64;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 58,00;;0;;0;45;3.465,86;Real;;;;;
El espejo;74.035;1223;Uva;Selma;27/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;87,911;Litros;0;Hectareas;0;5,54;0;0;0;Total;42;0;EEII;EEII 1;8;5,54;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 105,00;;0;;0;42;5.398,84;Real;;;;;
El espejo;74.291;1252;Uva;Flame;27/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;26,966;Litros;0;Hectareas;0;2;0;0;0;Total;45;0;EEIII;EEIII 3 A;25;2;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 32,00;;0;;0;45;1.904,32;Real;;;;;
El espejo;74.292;1252;Uva;Flame;27/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;30,337;Litros;0;Hectareas;0;2,25;0;0;0;Total;45;0;EEIII;EEIII 3 A;29;2,25;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 36,00;;0;;0;45;2.142,36;Real;;;;;
El espejo;74.293;1252;Uva;Flame;27/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;61,217;Litros;0;Hectareas;0;4,54;0;0;0;Total;45;0;EEIII;EEIII 3 B;32;4,54;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 73,80;;0;;0;45;4.323,01;Real;;;;;
El espejo;74.294;1252;Uva;Flame;27/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,247;Litros;0;Hectareas;0;4,32;0;0;0;Total;45;0;EEIII;EEIII 3 B;35;4,32;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,00;;0;;0;45;4.113,35;Real;;;;;
El espejo;74.295;1252;Uva;Flame;27/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;54,741;Litros;0;Hectareas;0;4,06;0;0;0;Total;45;0;EEIII;EEIII 3 B;38;4,06;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 65,00;;0;;0;45;3.865,77;Real;;;;;
El espejo;74.296;1252;Uva;Flame;27/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;52,044;Litros;0;Hectareas;0;3,86;0;0;0;Total;45;0;EEIII;EEIII 4;41;3,86;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 62,00;;0;;0;45;3.675,33;Real;;;;;
El espejo;74.297;1252;Uva;Flame;27/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;49,213;Litros;0;Hectareas;0;3,65;0;0;0;Total;45;0;EEIII;EEIII 4;44;3,65;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 59,00;;0;;0;45;3.475,39;Real;;;;;
El espejo;74.298;1252;Uva;Flame;27/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;38,157;Litros;0;Hectareas;0;2,83;0;0;0;Total;45;0;EEIII;EEIII 4;47;2,83;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 45,00;;0;;0;45;2.694,62;Real;;;;;
El espejo;75.834;75834;Uva;Flame;27/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;97;Litros;0;Hectareas;0;3,31;0;0;0;Total;30;0;EEI;EEI 2;3;6,31;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 115,40;;0;;0;59;7.541,00;Real;;;;;
El espejo;75.835;75835;Uva;Flame;27/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;48;Litros;0;Hectareas;0;1,64;0;0;0;Total;30;0;EEI;EEI 2;10;1,64;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 57,10;;0;;0;30;1.978,00;Real;;;;;
El espejo;75.836;75836;Uva;Flame;27/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;25;Litros;0;Hectareas;0;0,85;0;0;0;Total;16;0;EEI;EEI 2;11;4,07;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 29,70;;0;;0;59;2.628,00;Real;;;;;
El espejo;75.837;75837;Uva;Flame;27/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;34;Litros;0;Hectareas;0;1,14;0;0;0;Total;31;0;EEI;EEI 2;12;2,29;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 40,40;;0;;0;59;2.747,00;Real;;;;;
El espejo;75.838;75838;Uva;Flame;27/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;61;Litros;0;Hectareas;0;2,05;0;0;0;Total;13;0;EEI;EEI 2;14;5,11;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 72,50;;0;;0;30;2.481,00;Real;;;;;
El espejo;74.102;1230;Uva;Selma;27/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;93,574;Litros;0;Hectareas;0;5,54;0;0;0;Total;45;0;EEII;EEII 1;1;5,54;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 111,00;;0;;0;45;6.589,34;Real;;;;;
El espejo;74.103;1230;Uva;Fiesta;27/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;82,764;Litros;0;Hectareas;0;4,9;0;0;0;Total;44;0;EEII;EEII 2;16;4,9;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 98,00;;0;;0;44;5.557,15;Real;;;;;
El espejo;74.104;1230;Uva;Fiesta;27/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;57,935;Litros;0;Hectareas;0;3,43;0;0;0;Total;44;0;EEII;EEII 2;17;3,43;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,00;;0;;0;44;3.889,00;Real;;;;;
El espejo;74.105;1230;Uva;Selma;27/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;93,574;Litros;0;Hectareas;0;5,54;0;0;0;Total;45;0;EEII;EEII 1;2;5,54;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 111,00;;0;;0;45;6.589,31;Real;;;;;
El espejo;74.106;1230;Uva;Selma;27/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;93,574;Litros;0;Hectareas;0;5,54;0;0;0;Total;45;0;EEII;EEII 1;3;5,54;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 111,00;;0;;0;45;6.589,34;Real;;;;;
El espejo;74.107;1230;Uva;Selma;27/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;93,579;Litros;0;Hectareas;0;5,54;0;0;0;Total;45;0;EEII;EEII 1;4;5,54;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 112,80;;0;;0;45;6.589,34;Real;;;;;
El espejo;74.168;1238;Uva;Fiesta;27/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;49,527;Litros;0;Hectareas;0;3,64;0;0;0;Total;45;0;EEIII;EEIII 3 A;22;3,64;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 59,00;;0;;0;45;3.429,59;Real;;;;;
El espejo;74.169;1238;Uva;Fiesta;27/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;38,097;Litros;0;Hectareas;0;2,8;0;0;0;Total;45;0;EEIII;EEIII 3 A;26;2,8;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 45,00;;0;;0;45;2.638,05;Real;;;;;
El espejo;74.170;1238;Uva;Fiesta;27/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;38,778;Litros;0;Hectareas;0;2,85;0;0;0;Total;45;0;EEIII;EEIII 3 A;27;2,85;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 46,00;;0;;0;45;2.684,80;Real;;;;;
El espejo;74.171;1238;Uva;Fiesta;27/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,783;Litros;0;Hectareas;0;4,32;0;0;0;Total;45;0;EEIII;EEIII 3 B;30;4,32;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 71,20;;0;;0;45;4.070,05;Real;;;;;
El espejo;74.172;1238;Uva;Fiesta;27/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,963;Litros;0;Hectareas;0;4,26;0;0;0;Total;45;0;EEIII;EEIII 3 B;33;4,26;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,00;;0;;0;45;4.013,28;Real;;;;;
El espejo;74.173;1238;Uva;Fiesta;27/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,779;Litros;0;Hectareas;0;4,32;0;0;0;Total;45;0;EEIII;EEIII 3 B;36;4,32;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 70,00;;0;;0;45;4.070,07;Real;;;;;
El espejo;74.174;1238;Uva;Selma;27/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,555;Litros;0;Hectareas;0;4,23;0;0;0;Total;45;0;EEIII;EEIII 4;39;4,23;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 68,00;;0;;0;45;3.985,44;Real;;;;;
El espejo;74.175;1238;Uva;Selma;27/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,555;Litros;0;Hectareas;0;4,23;0;0;0;Total;45;0;EEIII;EEIII 4;42;4,23;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 68,00;;0;;0;45;3.985,44;Real;;;;;
El espejo;74.176;1238;Uva;Selma;27/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,963;Litros;0;Hectareas;0;4,26;0;0;0;Total;45;0;EEIII;EEIII 4;45;4,26;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,00;;0;;0;45;4.013,28;Real;;;;;
El espejo;73.970;1210;Uva;Flame;27/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;136,25;Litros;0;Hectareas;0;5,54;0;0;0;Total;43;0;EEII;EEII 1;10;5,54;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 162,00;;0;;0;43;8.957,75;Real;;;;;
El espejo;73.971;1210;Uva;Flame;27/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;136,25;Litros;0;Hectareas;0;5,54;0;0;0;Total;43;0;EEII;EEII 1;11;5,54;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 162,00;;0;;0;43;8.957,75;Real;;;;;
El espejo;73.972;1210;Uva;Flame;27/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;136,25;Litros;0;Hectareas;0;5,54;0;0;0;Total;43;0;EEII;EEII 1;12;5,54;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 162,50;;0;;0;43;8.957,75;Real;;;;;
El espejo;74.228;1245;Uva;Fiesta;27/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;49,32;Litros;0;Hectareas;0;3,64;0;0;0;Total;43;0;EEIII;EEIII 3 A;23;3,64;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 59,00;;0;;0;43;3.328,50;Real;;;;;
El espejo;73.973;1210;Uva;Flame;27/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;136,25;Litros;0;Hectareas;0;5,54;0;0;0;Total;43;0;EEII;EEII 1;9;5,54;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 162,00;;0;;0;43;8.957,75;Real;;;;;
El espejo;74.229;1245;Uva;Fiesta;27/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,995;Litros;0;Hectareas;0;4,28;0;0;0;Total;43;0;EEIII;EEIII 3 A;28;4,28;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 70,10;;0;;0;43;3.914,43;Real;;;;;
El espejo;75.765;75765;Uva;Flame;27/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;65;Litros;0;Hectareas;0;1,56;0;0;0;Total;28;0;EEI;EEI 1;1;3,13;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 77,30;;0;;0;56;5.222,00;Real;;;;;
El espejo;74.230;1245;Uva;Fiesta;27/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,721;Litros;0;Hectareas;0;4,26;0;0;0;Total;43;0;EEIII;EEIII 3 B;31;4,26;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,00;;0;;0;43;3.894,98;Real;;;;;
El espejo;75.766;75766;Uva;Flame;27/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;60;Litros;0;Hectareas;0;1,42;0;0;0;Total;28;0;EEI;EEI 1;2;2,85;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 71,40;;0;;0;56;4.759,00;Real;;;;;
El espejo;74.231;1245;Uva;Fiesta;27/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,721;Litros;0;Hectareas;0;4,26;0;0;0;Total;43;0;EEIII;EEIII 3 B;34;4,26;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,00;;0;;0;43;3.894,98;Real;;;;;
El espejo;75.767;75767;Uva;Flame;27/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;138;Litros;0;Hectareas;0;3,26;0;0;0;Total;29;0;EEI;EEI 1;7;6,01;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 164,20;;0;;0;56;9.759,00;Real;;;;;
El espejo;74.232;1245;Uva;Fiesta;27/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,721;Litros;0;Hectareas;0;4,26;0;0;0;Total;43;0;EEIII;EEIII 3 B;37;4,26;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,00;;0;;0;43;3.894,98;Real;;;;;
El espejo;75.768;75768;Uva;Flame;27/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;207;Litros;0;Hectareas;0;4,83;0;0;0;Total;30;0;EEI;EEI 1;8;4,83;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 246,30;;0;;0;30;8.383,00;Real;;;;;
El espejo;74.233;1245;Uva;Fiesta;27/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,314;Litros;0;Hectareas;0;4,23;0;0;0;Total;43;0;EEIII;EEIII 4;40;4,23;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 68,00;;0;;0;43;3.867,97;Real;;;;;
El espejo;74.234;1245;Uva;Fiesta;27/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,314;Litros;0;Hectareas;0;4,23;0;0;0;Total;43;0;EEIII;EEIII 4;43;4,23;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 68,00;;0;;0;43;3.867,97;Real;;;;;
El espejo;74.235;1245;Uva;Fiesta;27/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;51,894;Litros;0;Hectareas;0;3,83;0;0;0;Total;43;0;EEIII;EEIII 4;46;3,83;27/12/2025;;27/12/2025;;0;0;0;28/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 62,00;;0;;0;43;3.502,21;Real;;;;;
El espejo;73.984;1216;Uva;Fiesta;26/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;48,323;Litros;0;Hectareas;0;2,12;0;0;0;Total;42;0;EEII;EEII 2;18;2,12;26/12/2025;;26/12/2025;;0;0;0;27/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 58,00;;0;;0;42;2.840,58;Real;;;;;
El espejo;73.985;1216;Uva;Fiesta;26/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;106,677;Litros;0;Hectareas;0;4,68;0;0;0;Total;42;0;EEII;EEII 2;20;4,68;26/12/2025;;26/12/2025;;0;0;0;27/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 127,60;;0;;0;42;6.270,84;Real;;;;;
El espejo;75.781;75781;Uva;Flame;26/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;68;Litros;0;Hectareas;0;1,57;0;0;0;Total;30;0;EEI;EEI 1;1;3,13;26/12/2025;;26/12/2025;;0;0;0;27/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 80,90;;0;;0;59;5.429,00;Real;;;;;
El espejo;75.782;75782;Uva;Flame;26/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;61;Litros;0;Hectareas;0;1,42;0;0;0;Total;30;0;EEI;EEI 1;2;2,85;26/12/2025;;26/12/2025;;0;0;0;27/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 72,50;;0;;0;59;4.943,00;Real;;;;;
El espejo;75.783;75783;Uva;Flame;26/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;101;Litros;0;Hectareas;0;2,35;0;0;0;Total;28;0;EEI;EEI 1;4;6,31;26/12/2025;;26/12/2025;;0;0;0;27/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 120,10;;0;;0;56;10.171,00;Real;;;;;
El espejo;75.784;75784;Uva;Flame;26/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;290;Litros;0;Hectareas;0;6,73;0;0;0;Total;30;0;EEI;EEI 1;9;6,73;26/12/2025;;26/12/2025;;0;0;0;27/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 345,10;;0;;0;30;12.062,00;Real;;;;;
El espejo;75.795;75795;Uva;Flame;26/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;90;Litros;0;Hectareas;0;3;0;0;0;Total;28;0;EEI;EEI 2;3;6,31;26/12/2025;;26/12/2025;;0;0;0;27/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 107,10;;0;;0;54;7.063,00;Real;;;;;
El espejo;75.796;75796;Uva;Flame;26/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;136;Litros;0;Hectareas;0;4,58;0;0;0;Total;27;0;EEI;EEI 2;5;4,58;26/12/2025;;26/12/2025;;0;0;0;27/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 161,80;;0;;0;28;5.287,00;Real;;;;;
El espejo;75.797;75797;Uva;Flame;26/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;60;Litros;0;Hectareas;0;2,03;0;0;0;Total;28;0;EEI;EEI 2;6;2,03;26/12/2025;;26/12/2025;;0;0;0;27/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 71,40;;0;;0;28;2.339,00;Real;;;;;
El espejo;75.798;75798;Uva;Flame;26/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;40;Litros;0;Hectareas;0;1,35;0;0;0;Total;15;0;EEI;EEI 2;11;4,07;26/12/2025;;26/12/2025;;0;0;0;27/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 47,60;;0;;0;54;2.488,00;Real;;;;;
El espejo;75.799;75799;Uva;Flame;26/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;34;Litros;0;Hectareas;0;1,14;0;0;0;Total;28;0;EEI;EEI 2;12;2,29;26/12/2025;;26/12/2025;;0;0;0;27/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 40,40;;0;;0;54;2.577,00;Real;;;;;
El espejo;74.020;1222;Uva;Fiesta;26/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;36,18;Litros;0;Hectareas;0;2,28;0;0;0;Total;45;0;EEII;EEII 2;14;2,28;26/12/2025;;26/12/2025;;0;0;0;27/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 43,00;;0;;0;45;2.755,54;Real;;;;;
El espejo;74.021;1222;Uva;Fiesta;26/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;54,587;Litros;0;Hectareas;0;3,44;0;0;0;Total;43;0;EEII;EEII 2;15;3,44;26/12/2025;;26/12/2025;;0;0;0;27/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 65,00;;0;;0;43;3.702,86;Real;;;;;
El espejo;74.022;1222;Uva;Fiesta;26/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;56,967;Litros;0;Hectareas;0;3,59;0;0;0;Total;43;0;EEII;EEII 2;19;3,59;26/12/2025;;26/12/2025;;0;0;0;27/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 68,00;;0;;0;43;3.865,46;Real;;;;;
El espejo;74.023;1222;Uva;Fiesta;26/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;50,62;Litros;0;Hectareas;0;3,19;0;0;0;Total;43;0;EEII;EEII 2;21;3,19;26/12/2025;;26/12/2025;;0;0;0;27/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 60,00;;0;;0;43;3.435,51;Real;;;;;
